"COLUMN1","symboling","normalizedlosses","make","fueltype","aspiration","numofdoors","bodystyle","drivewheels","enginelocation","wheelbase","length","width","height","curbweight","enginetype","numofcylinders","enginesize","fuelsystem","bore","stroke","compressionratio","horsepower","peakrpm","citympg","highwaympg","price"
"136","3","150","saab","gas","turbo","two","hatchback","fwd","front","99.1","0.896684286400769","0.923611111111111","0.938127090301003","2808","dohc","four","121","mpfi","3.54","3.07","9.0","160.0","5500.0","19","26","18150.0"
"137","2","104","saab","gas","turbo","four","sedan","fwd","front","99.1","0.896684286400769","0.923611111111111","0.938127090301003","2847","dohc","four","121","mpfi","3.54","3.07","9.0","160.0","5500.0","19","26","18620.0"
"138","2","83","subaru","gas","std","two","hatchback","fwd","front","93.7","0.753964440172994","0.880555555555556","0.897993311036789","2050","ohcf","four","97","2bbl","3.62","2.36","9.0","69.0","4900.0","31","36","5118.0"
"139","2","83","subaru","gas","std","two","hatchback","fwd","front","93.7","0.758769822200865","0.883333333333333","0.897993311036789","2120","ohcf","four","108","2bbl","3.62","2.64","8.7","73.0","4400.0","26","31","7053.0"
"140","2","83","subaru","gas","std","two","hatchback","4wd","front","93.3","0.755886592984142","0.886111111111111","0.931438127090301","2240","ohcf","four","108","2bbl","3.62","2.64","8.7","73.0","4400.0","26","31","7603.0"
"141","0","102","subaru","gas","std","four","sedan","fwd","front","97.2","0.826525708793849","0.908333333333333","0.877926421404682","2145","ohcf","four","108","2bbl","3.62","2.64","9.5","82.0","4800.0","32","37","7126.0"
"142","0","102","subaru","gas","std","four","sedan","fwd","front","97.2","0.826525708793849","0.908333333333333","0.877926421404682","2190","ohcf","four","108","2bbl","3.62","2.64","9.5","82.0","4400.0","28","33","7775.0"
"143","0","102","subaru","gas","std","four","sedan","fwd","front","97.2","0.826525708793849","0.908333333333333","0.877926421404682","2340","ohcf","four","108","mpfi","3.62","2.64","9.0","94.0","5200.0","26","32","9960.0"
"144","0","102","subaru","gas","std","four","sedan","4wd","front","97.0","0.826525708793849","0.908333333333333","0.908026755852843","2385","ohcf","four","108","2bbl","3.62","2.64","9.0","82.0","4800.0","24","25","9233.0"
"145","0","102","subaru","gas","turbo","four","sedan","4wd","front","97.0","0.826525708793849","0.908333333333333","0.908026755852843","2510","ohcf","four","108","mpfi","3.62","2.64","7.7","111.0","4800.0","24","29","11259.0"
"146","0","89","subaru","gas","std","four","wagon","fwd","front","97.0","0.833733781835656","0.908333333333333","0.88628762541806","2290","ohcf","four","108","2bbl","3.62","2.64","9.0","82.0","4800.0","28","32","7463.0"
"147","0","89","subaru","gas","std","four","wagon","fwd","front","97.0","0.833733781835656","0.908333333333333","0.88628762541806","2455","ohcf","four","108","mpfi","3.62","2.64","9.0","94.0","5200.0","25","31","10198.0"
"148","0","85","subaru","gas","std","four","wagon","4wd","front","96.9","0.834214320038443","0.908333333333333","0.918060200668896","2420","ohcf","four","108","2bbl","3.62","2.64","9.0","82.0","4800.0","23","29","8013.0"
"149","0","85","subaru","gas","turbo","four","wagon","4wd","front","96.9","0.834214320038443","0.908333333333333","0.918060200668896","2650","ohcf","four","108","mpfi","3.62","2.64","7.7","111.0","4800.0","23","23","11694.0"
"150","1","87","toyota","gas","std","two","hatchback","fwd","front","95.7","0.762614127823162","0.883333333333333","0.911371237458194","1985","ohc","four","92","2bbl","3.05","3.03","9.0","62.0","4800.0","35","39","5348.0"
"151","1","87","toyota","gas","std","two","hatchback","fwd","front","95.7","0.762614127823162","0.883333333333333","0.911371237458194","2040","ohc","four","92","2bbl","3.05","3.03","9.0","62.0","4800.0","31","38","6338.0"
"152","1","74","toyota","gas","std","four","hatchback","fwd","front","95.7","0.762614127823162","0.883333333333333","0.911371237458194","2015","ohc","four","92","2bbl","3.05","3.03","9.0","62.0","4800.0","31","38","6488.0"
"153","0","77","toyota","gas","std","four","wagon","fwd","front","95.7","0.815473330129745","0.883333333333333","0.988294314381271","2280","ohc","four","92","2bbl","3.05","3.03","9.0","62.0","4800.0","31","37","6918.0"
"154","0","81","toyota","gas","std","four","wagon","4wd","front","95.7","0.815473330129745","0.883333333333333","0.988294314381271","2290","ohc","four","92","2bbl","3.05","3.03","9.0","62.0","4800.0","27","32","7898.0"
"155","0","91","toyota","gas","std","four","wagon","4wd","front","95.7","0.815473330129745","0.883333333333333","0.988294314381271","3110","ohc","four","92","2bbl","3.05","3.03","9.0","62.0","4800.0","27","32","8778.0"
"156","0","91","toyota","gas","std","four","sedan","fwd","front","95.7","0.799135031234983","0.894444444444444","0.88628762541806","2081","ohc","four","98","2bbl","3.19","3.03","9.0","70.0","4800.0","30","37","6938.0"
"157","0","91","toyota","gas","std","four","hatchback","fwd","front","95.7","0.799135031234983","0.894444444444444","0.882943143812709","2109","ohc","four","98","2bbl","3.19","3.03","9.0","70.0","4800.0","30","37","7198.0"
"158","0","91","toyota","diesel","std","four","sedan","fwd","front","95.7","0.799135031234983","0.894444444444444","0.88628762541806","2275","ohc","four","110","idi","3.27","3.35","22.5","56.0","4500.0","34","36","7898.0"
"159","0","91","toyota","diesel","std","four","hatchback","fwd","front","95.7","0.799135031234983","0.894444444444444","0.882943143812709","2275","ohc","four","110","idi","3.27","3.35","22.5","56.0","4500.0","38","47","7788.0"
"160","0","91","toyota","gas","std","four","sedan","fwd","front","95.7","0.799135031234983","0.894444444444444","0.88628762541806","2094","ohc","four","98","2bbl","3.19","3.03","9.0","70.0","4800.0","38","47","7738.0"
"161","0","91","toyota","gas","std","four","hatchback","fwd","front","95.7","0.799135031234983","0.894444444444444","0.882943143812709","2122","ohc","four","98","2bbl","3.19","3.03","9.0","70.0","4800.0","28","34","8358.0"
"162","0","91","toyota","gas","std","four","sedan","fwd","front","95.7","0.799135031234983","0.894444444444444","0.882943143812709","2140","ohc","four","98","2bbl","3.19","3.03","9.0","70.0","4800.0","28","34","9258.0"
"163","1","168","toyota","gas","std","two","sedan","rwd","front","94.5","0.810667948101874","0.888888888888889","0.879598662207358","2169","ohc","four","98","2bbl","3.19","3.03","9.0","70.0","4800.0","29","34","8058.0"
"164","1","168","toyota","gas","std","two","hatchback","rwd","front","94.5","0.810667948101874","0.888888888888889","0.879598662207358","2204","ohc","four","98","2bbl","3.19","3.03","9.0","70.0","4800.0","29","34","8238.0"
"165","1","168","toyota","gas","std","two","sedan","rwd","front","94.5","0.810667948101874","0.888888888888889","0.879598662207358","2265","dohc","four","98","mpfi","3.24","3.08","9.4","112.0","6600.0","26","29","9298.0"
"166","1","168","toyota","gas","std","two","hatchback","rwd","front","94.5","0.810667948101874","0.888888888888889","0.879598662207358","2300","dohc","four","98","mpfi","3.24","3.08","9.4","112.0","6600.0","26","29","9538.0"
"167","2","134","toyota","gas","std","two","hardtop","rwd","front","98.4","0.846708313310908","0.911111111111111","0.869565217391304","2540","ohc","four","146","mpfi","3.62","3.5","9.3","116.0","4800.0","24","30","8449.0"
"168","2","134","toyota","gas","std","two","hardtop","rwd","front","98.4","0.846708313310908","0.911111111111111","0.869565217391304","2536","ohc","four","146","mpfi","3.62","3.5","9.3","116.0","4800.0","24","30","9639.0"
"169","2","134","toyota","gas","std","two","hatchback","rwd","front","98.4","0.846708313310908","0.911111111111111","0.869565217391304","2551","ohc","four","146","mpfi","3.62","3.5","9.3","116.0","4800.0","24","30","9989.0"
"170","2","134","toyota","gas","std","two","hardtop","rwd","front","98.4","0.846708313310908","0.911111111111111","0.869565217391304","2679","ohc","four","146","mpfi","3.62","3.5","9.3","116.0","4800.0","24","30","11199.0"
"171","2","134","toyota","gas","std","two","hatchback","rwd","front","98.4","0.846708313310908","0.911111111111111","0.869565217391304","2714","ohc","four","146","mpfi","3.62","3.5","9.3","116.0","4800.0","24","30","11549.0"
"172","2","134","toyota","gas","std","two","convertible","rwd","front","98.4","0.846708313310908","0.911111111111111","0.88628762541806","2975","ohc","four","146","mpfi","3.62","3.5","9.3","116.0","4800.0","24","30","17669.0"
"173","-1","65","toyota","gas","std","four","sedan","fwd","front","102.4","0.843825084094185","0.923611111111111","0.918060200668896","2326","ohc","four","122","mpfi","3.31","3.54","8.7","92.0","4200.0","29","34","8948.0"
"174","-1","65","toyota","diesel","turbo","four","sedan","fwd","front","102.4","0.843825084094185","0.923611111111111","0.918060200668896","2480","ohc","four","110","idi","3.27","3.35","22.5","73.0","4500.0","30","33","10698.0"
"175","-1","65","toyota","gas","std","four","hatchback","fwd","front","102.4","0.843825084094185","0.923611111111111","0.901337792642141","2414","ohc","four","122","mpfi","3.31","3.54","8.7","92.0","4200.0","27","32","9988.0"
"176","-1","65","toyota","gas","std","four","sedan","fwd","front","102.4","0.843825084094185","0.923611111111111","0.918060200668896","2414","ohc","four","122","mpfi","3.31","3.54","8.7","92.0","4200.0","27","32","10898.0"
"177","-1","65","toyota","gas","std","four","hatchback","fwd","front","102.4","0.843825084094185","0.923611111111111","0.901337792642141","2458","ohc","four","122","mpfi","3.31","3.54","8.7","92.0","4200.0","27","32","11248.0"
"178","3","197","toyota","gas","std","two","hatchback","rwd","front","102.9","0.881787602114368","0.940277777777778","0.869565217391304","2976","dohc","six","171","mpfi","3.27","3.35","9.3","161.0","5200.0","20","24","16558.0"
"179","3","197","toyota","gas","std","two","hatchback","rwd","front","102.9","0.881787602114368","0.940277777777778","0.869565217391304","3016","dohc","six","171","mpfi","3.27","3.35","9.3","161.0","5200.0","19","24","15998.0"
"180","-1","90","toyota","gas","std","four","sedan","rwd","front","104.5","0.902450744834214","0.923611111111111","0.904682274247492","3131","dohc","six","171","mpfi","3.27","3.35","9.2","156.0","5200.0","20","24","15690.0"
"181","-1","122","toyota","gas","std","four","wagon","rwd","front","104.5","0.902450744834214","0.923611111111111","0.904682274247492","3151","dohc","six","161","mpfi","3.27","3.35","9.2","156.0","5200.0","19","24","15750.0"
"182","2","122","volkswagen","diesel","std","two","sedan","fwd","front","97.3","0.825084094185488","0.909722222222222","0.931438127090301","2261","ohc","four","97","idi","3.01","3.4","23.0","52.0","4800.0","37","46","7775.0"
"183","2","122","volkswagen","gas","std","two","sedan","fwd","front","97.3","0.825084094185488","0.909722222222222","0.931438127090301","2209","ohc","four","109","mpfi","3.19","3.4","9.0","85.0","5250.0","27","34","7975.0"
"184","2","94","volkswagen","diesel","std","four","sedan","fwd","front","97.3","0.825084094185488","0.909722222222222","0.931438127090301","2264","ohc","four","97","idi","3.01","3.4","23.0","52.0","4800.0","37","46","7995.0"
"185","2","94","volkswagen","gas","std","four","sedan","fwd","front","97.3","0.825084094185488","0.909722222222222","0.931438127090301","2212","ohc","four","109","mpfi","3.19","3.4","9.0","85.0","5250.0","27","34","8195.0"
"186","2","94","volkswagen","gas","std","four","sedan","fwd","front","97.3","0.825084094185488","0.909722222222222","0.931438127090301","2275","ohc","four","109","mpfi","3.19","3.4","9.0","85.0","5250.0","27","34","8495.0"
"187","2","94","volkswagen","diesel","turbo","four","sedan","fwd","front","97.3","0.825084094185488","0.909722222222222","0.931438127090301","2319","ohc","four","97","idi","3.01","3.4","23.0","68.0","4500.0","37","42","9495.0"
"188","2","94","volkswagen","gas","std","four","sedan","fwd","front","97.3","0.825084094185488","0.909722222222222","0.931438127090301","2300","ohc","four","109","mpfi","3.19","3.4","10.0","100.0","5500.0","26","32","9995.0"
"189","3","122","volkswagen","gas","std","two","convertible","fwd","front","94.5","0.765497357039885","0.891666666666667","0.929765886287625","2254","ohc","four","109","mpfi","3.19","3.4","8.5","90.0","5500.0","24","29","11595.0"
"190","3","256","volkswagen","gas","std","two","hatchback","fwd","front","94.5","0.79625180201826","0.888888888888889","0.859531772575251","2221","ohc","four","109","mpfi","3.19","3.4","8.5","90.0","5500.0","24","29","9980.0"
"191","0","122","volkswagen","gas","std","four","sedan","fwd","front","100.4","0.865929841422393","0.929166666666667","0.921404682274248","2661","ohc","five","136","mpfi","3.19","3.4","8.5","110.0","5500.0","19","24","13295.0"
"192","0","122","volkswagen","diesel","turbo","four","sedan","fwd","front","100.4","0.865929841422393","0.929166666666667","0.921404682274248","2579","ohc","four","97","idi","3.01","3.4","23.0","68.0","4500.0","33","38","13845.0"
"193","0","122","volkswagen","gas","std","four","wagon","fwd","front","100.4","0.87986544930322","0.929166666666667","0.921404682274248","2563","ohc","four","109","mpfi","3.19","3.4","9.0","88.0","5500.0","25","31","12290.0"
"194","-2","103","volvo","gas","std","four","sedan","rwd","front","104.3","0.907256126862086","0.933333333333333","0.939799331103679","2912","ohc","four","141","mpfi","3.78","3.15","9.5","114.0","5400.0","23","28","12940.0"
"195","-1","74","volvo","gas","std","four","wagon","rwd","front","104.3","0.907256126862086","0.933333333333333","0.961538461538462","3034","ohc","four","141","mpfi","3.78","3.15","9.5","114.0","5400.0","23","28","13415.0"
"196","-2","103","volvo","gas","std","four","sedan","rwd","front","104.3","0.907256126862086","0.933333333333333","0.939799331103679","2935","ohc","four","141","mpfi","3.78","3.15","9.5","114.0","5400.0","24","28","15985.0"
"197","-1","74","volvo","gas","std","four","wagon","rwd","front","104.3","0.907256126862086","0.933333333333333","0.961538461538462","3042","ohc","four","141","mpfi","3.78","3.15","9.5","114.0","5400.0","24","28","16515.0"
"198","-2","103","volvo","gas","turbo","four","sedan","rwd","front","104.3","0.907256126862086","0.933333333333333","0.939799331103679","3045","ohc","four","130","mpfi","3.62","3.15","7.5","162.0","5100.0","17","22","18420.0"
"199","-1","74","volvo","gas","turbo","four","wagon","rwd","front","104.3","0.907256126862086","0.933333333333333","0.961538461538462","3157","ohc","four","130","mpfi","3.62","3.15","7.5","162.0","5100.0","17","22","18950.0"
"200","-1","95","volvo","gas","std","four","sedan","rwd","front","109.1","0.907256126862086","0.956944444444444","0.92809364548495","2952","ohc","four","141","mpfi","3.78","3.15","9.5","114.0","5400.0","23","28","16845.0"
"201","-1","95","volvo","gas","turbo","four","sedan","rwd","front","109.1","0.907256126862086","0.955555555555555","0.92809364548495","3049","ohc","four","141","mpfi","3.78","3.15","8.7","160.0","5300.0","19","25","19045.0"
"202","-1","95","volvo","gas","std","four","sedan","rwd","front","109.1","0.907256126862086","0.956944444444444","0.92809364548495","3012","ohcv","six","173","mpfi","3.58","2.87","8.8","134.0","5500.0","18","23","21485.0"
"203","-1","95","volvo","diesel","turbo","four","sedan","rwd","front","109.1","0.907256126862086","0.956944444444444","0.92809364548495","3217","ohc","six","145","idi","3.01","3.4","23.0","106.0","4800.0","26","27","22470.0"
"204","-1","95","volvo","gas","turbo","four","sedan","rwd","front","109.1","0.907256126862086","0.956944444444444","0.92809364548495","3062","ohc","four","141","mpfi","3.78","3.15","9.5","114.0","5400.0","19","25","22625.0"
